candidate_id,age,gender,education_level,university_tier,years_experience,employment_gap_months,technical_skill_score,communication_score,aptitude_test_score,coding_test_score,project_count,github_activity_score,certifications_count,expected_salary,ai_resume_score,ai_bias_score,hired
CAND_04046,31,Male,Bachelor's,Tier 2,2.1,0.0,76.0,85.3,72.8,44.8,6,66.6,2,75800,49.8,54.1,1
CAND_04047,26,Male,Bachelor's,Tier 1,1.2,2.3,81.9,74.9,65.4,43.1,5,66.8,0,151300,47.7,50.1,0
CAND_04048,29,Female,Master's,Tier 1,2.0,0.0,73.7,75.2,58.7,47.2,2,45.9,1,118000,48.4,49.1,0
CAND_04049,33,Female,PhD,Tier 3,6.0,0.0,45.2,73.3,39.7,31.5,4,33.7,4,94500,36.5,25.0,0
CAND_04050,22,Male,Bachelor's,Tier 1,3.5,0.9,56.1,68.6,41.5,48.3,3,37.9,1,78000,31.6,35.2,0
CAND_04051,27,Female,Master's,Tier 3,3.9,3.5,59.5,67.4,48.4,49.7,2,43.7,5,89700,35.1,25.3,0
CAND_04052,28,Female,Bachelor's,Tier 2,1.5,2.3,77.3,68.5,55.9,60.8,3,65.9,3,88900,42.8,44.5,1
CAND_04053,26,Female,Bachelor's,Tier 3,0.9,0.2,76.7,91.2,62.1,62.8,7,57.9,2,76500,48.6,49.5,0
CAND_04054,33,Female,Bachelor's,Tier 2,4.6,0.0,66.2,76.3,53.8,60.2,5,37.8,2,114900,45.6,42.3,0
CAND_04055,25,Female,Master's,Tier 2,1.6,4.5,100.0,88.8,80.9,90.0,4,57.6,1,99000,51.7,61.4,1
CAND_04056,26,Male,PhD,Tier 3,2.8,0.9,89.9,80.1,78.3,59.8,3,57.7,2,89600,48.4,48.1,1
CAND_04057,25,Female,Master's,Tier 2,3.5,0.0,85.8,94.2,69.2,61.2,2,44.8,1,89300,54.7,59.0,1
CAND_04058,34,Male,Bachelor's,Tier 3,4.9,1.7,77.8,84.1,64.9,45.3,5,64.1,1,103000,47.3,55.9,1
CAND_04059,26,Female,Bachelor's,Tier 2,4.4,2.4,76.7,71.7,53.2,54.9,4,65.3,1,158000,40.3,39.3,0
CAND_04060,31,Non-Binary,Bachelor's,Tier 3,4.8,5.4,73.4,79.7,58.9,45.2,4,45.5,2,161000,37.2,27.3,0
CAND_04061,38,Male,PhD,Tier 3,8.2,0.0,42.7,91.7,47.3,44.5,7,49.8,1,79100,34.3,35.1,0
CAND_04062,28,Male,Master's,Tier 3,1.1,1.8,53.3,78.0,56.0,38.0,2,47.0,3,65700,32.3,30.3,0
CAND_04063,34,Female,Master's,Tier 2,2.3,0.0,66.0,66.5,47.6,36.7,3,38.2,1,55900,30.5,31.7,0
CAND_04064,37,Male,Bachelor's,Tier 2,4.1,0.9,72.3,85.8,65.1,46.2,3,66.5,1,102200,42.4,45.2,0
CAND_04065,34,Female,Bachelor's,Tier 3,8.5,6.3,66.3,58.8,44.9,44.1,5,64.2,5,106700,39.9,34.7,0
CAND_04066,28,Male,Bachelor's,Tier 3,3.9,0.0,71.8,69.4,67.4,39.0,3,47.8,2,112900,43.7,48.9,0
CAND_04067,32,Male,Bachelor's,Tier 3,3.2,0.3,38.6,72.1,47.3,28.3,5,51.4,2,62200,39.2,43.2,0
CAND_04068,22,Non-Binary,Bachelor's,Tier 2,0.0,0.0,76.6,57.0,55.0,66.3,2,52.4,3,113500,39.6,35.1,0
CAND_04069,25,Female,Bachelor's,Tier 3,4.5,0.8,68.9,80.0,65.3,35.0,7,78.8,0,117400,41.9,35.3,0
CAND_04070,25,Female,Bachelor's,Tier 2,3.1,0.0,68.3,75.8,62.5,52.9,2,51.4,4,93800,37.3,32.8,0
CAND_04071,40,Male,Master's,Tier 2,4.5,0.0,83.3,88.4,72.2,38.5,2,50.9,1,101200,43.1,43.3,0
CAND_04072,24,Female,Master's,Tier 1,0.0,0.0,54.9,72.7,43.7,46.3,2,41.1,1,156700,42.1,40.3,0
CAND_04073,24,Female,Bachelor's,Tier 2,3.9,0.0,66.4,64.8,59.5,38.5,5,41.3,3,101100,46.1,45.3,0
CAND_04074,23,Female,Bachelor's,Tier 3,0.4,0.4,72.0,68.8,63.3,64.7,1,47.2,1,82400,39.4,28.9,0
CAND_04075,31,Female,Bachelor's,Tier 1,1.5,0.6,59.5,76.4,50.8,51.8,3,47.5,0,101400,42.5,37.0,0
CAND_04076,29,Female,Master's,Tier 2,0.9,0.8,39.4,77.4,48.6,32.7,4,43.1,1,45200,33.5,24.4,0
CAND_04077,34,Male,Master's,Tier 2,6.3,0.0,53.5,75.4,38.1,37.0,6,51.5,3,91100,44.9,46.3,0
CAND_04078,32,Male,Master's,Tier 1,3.2,3.7,69.4,92.5,53.0,41.6,3,64.0,1,140600,40.3,46.9,0
CAND_04079,22,Female,Master's,Tier 2,3.9,0.0,65.1,73.3,54.7,49.7,6,64.9,0,129900,34.6,38.3,0
CAND_04080,24,Male,Bachelor's,Tier 2,2.3,5.2,68.8,80.5,65.1,50.1,2,46.9,3,108200,39.4,43.4,0
CAND_04081,35,Female,Bachelor's,Tier 1,4.4,0.2,67.6,54.2,51.9,52.3,4,69.3,5,68700,46.3,41.8,1
CAND_04082,27,Male,Bachelor's,Tier 3,3.0,2.7,49.6,67.7,45.9,27.3,5,45.9,0,80800,34.3,33.8,0
CAND_04083,34,Female,Bachelor's,Tier 3,12.8,0.4,69.9,75.8,59.0,63.4,5,62.4,3,130600,38.9,36.3,1
CAND_04084,28,Female,Master's,Tier 2,1.3,0.0,67.0,68.0,54.8,63.2,5,76.2,2,105500,45.9,37.1,0
CAND_04085,24,Male,Bachelor's,Tier 1,6.2,0.0,81.6,100.0,67.5,55.0,5,48.2,2,150000,46.7,54.4,1
CAND_04086,27,Male,Bachelor's,Tier 2,4.8,1.6,57.6,49.9,47.9,41.6,6,49.4,1,120400,33.7,37.3,0
CAND_04087,24,Male,Bachelor's,Tier 3,0.9,2.3,39.7,79.5,49.5,29.3,5,59.7,2,64100,43.8,47.6,0
CAND_04088,26,Female,PhD,Tier 2,4.5,1.4,33.3,90.8,57.7,25.4,3,31.3,1,90400,31.0,21.4,0
CAND_04089,30,Female,Bachelor's,Tier 1,4.4,0.2,68.4,61.0,56.4,41.9,2,18.4,1,170700,36.5,37.8,0
CAND_04090,31,Male,Master's,Tier 2,4.0,3.4,71.0,55.0,65.2,56.3,2,32.7,0,163400,34.8,30.3,0
CAND_04091,21,Female,Bachelor's,Tier 3,0.4,4.3,64.7,82.2,55.1,36.2,5,39.4,1,107500,37.7,39.2,0
CAND_04092,28,Male,Bachelor's,Tier 2,6.4,0.0,60.2,81.2,62.7,45.9,4,33.9,3,70300,46.0,56.3,0
CAND_04093,26,Male,Bachelor's,Tier 2,2.8,1.2,47.6,74.3,58.3,20.0,2,44.2,0,73600,31.1,32.0,0
CAND_04094,25,Female,Master's,Tier 3,0.5,0.0,41.5,60.2,31.9,35.9,3,46.0,3,102400,32.2,41.7,0
CAND_04095,29,Male,Bachelor's,Tier 3,3.5,0.0,73.1,86.1,56.1,55.0,3,49.1,1,103700,32.7,31.8,0
CAND_04096,26,Male,Master's,Tier 3,0.1,2.2,64.8,74.2,56.5,40.8,2,40.0,3,73000,35.7,37.0,0
CAND_04097,35,Male,Bachelor's,Tier 2,4.0,0.0,64.3,79.6,60.2,50.3,1,47.3,3,104100,43.6,49.4,0
CAND_04098,34,Male,Bachelor's,Tier 3,6.8,0.0,46.4,76.9,59.9,48.3,6,60.1,7,85400,37.0,36.2,1
CAND_04099,34,Male,PhD,Tier 3,3.1,0.0,54.5,83.0,50.6,54.3,7,53.0,0,101700,33.6,30.4,0
CAND_04100,26,Male,Bachelor's,Tier 3,13.1,0.0,68.6,75.1,44.7,55.2,4,28.7,1,170100,41.1,38.9,0
CAND_04101,24,Female,Master's,Tier 3,0.0,0.0,72.0,74.4,60.1,56.9,3,28.6,2,79300,39.0,42.3,0
CAND_04102,29,Male,Master's,Tier 3,2.8,0.0,65.7,79.7,57.8,58.1,3,34.9,2,105500,37.6,36.7,0
CAND_04103,28,Female,Bachelor's,Tier 2,5.4,1.2,88.7,78.5,70.2,72.7,4,77.3,2,116400,50.4,39.3,1
CAND_04104,25,Male,Master's,Tier 2,0.0,2.4,61.5,84.6,52.1,36.0,2,32.2,2,74400,33.2,41.7,0
CAND_04105,23,Male,Bachelor's,Tier 3,3.9,2.6,86.0,73.3,53.6,65.9,3,40.3,2,127800,34.1,42.1,0
CAND_04106,28,Female,Bachelor's,Tier 2,5.2,2.2,72.1,88.1,74.0,49.2,7,63.1,0,131500,44.3,33.5,1
CAND_04107,26,Non-Binary,Bachelor's,Tier 2,2.0,0.6,72.3,80.7,64.7,69.7,1,38.4,2,97700,31.9,34.0,1
CAND_04108,32,Male,Master's,Tier 2,2.7,0.0,83.8,55.0,67.8,67.1,2,46.2,1,88000,39.2,46.0,1
CAND_04109,32,Female,Bachelor's,Tier 3,4.6,0.0,59.3,82.6,48.2,40.6,2,24.7,4,78200,37.3,32.2,0
CAND_04110,34,Female,Master's,Tier 1,6.8,5.1,67.9,100.0,66.5,47.2,2,44.5,4,194200,49.1,42.3,1
CAND_04111,22,Female,PhD,Tier 3,0.0,3.5,50.9,71.8,53.0,22.7,8,47.6,0,76900,27.8,24.2,0
CAND_04112,31,Male,Bachelor's,Tier 2,3.9,0.0,82.1,93.6,76.0,60.7,6,47.2,4,97000,57.5,62.6,1
CAND_04113,25,Male,Bachelor's,Tier 1,0.0,0.0,77.9,80.3,71.8,50.8,4,70.8,0,168900,46.3,50.4,0
CAND_04114,22,Male,Bachelor's,Tier 2,4.2,1.5,85.6,73.8,58.8,63.6,2,44.1,6,166700,47.0,56.3,1
CAND_04115,26,Female,Bachelor's,Tier 2,9.2,0.3,73.3,70.6,57.3,79.0,6,64.7,0,182700,39.7,31.9,1
CAND_04116,34,Male,Bachelor's,Tier 2,4.0,4.2,85.7,56.8,62.9,61.5,7,43.7,2,119100,47.9,50.8,0
CAND_04117,27,Female,Master's,Tier 2,1.5,0.0,58.7,67.2,51.1,29.1,2,44.7,3,83900,38.6,32.1,0
CAND_04118,36,Male,PhD,Tier 1,9.3,3.6,84.6,98.4,59.7,57.3,4,56.2,0,181200,49.0,56.1,1
CAND_04119,31,Male,PhD,Tier 3,7.7,4.2,62.4,93.5,64.6,44.6,3,42.3,1,121100,41.9,38.3,0
CAND_04120,27,Female,Master's,Tier 1,5.2,5.6,73.6,90.5,67.5,49.9,5,42.6,0,151700,39.8,47.6,1
CAND_04121,34,Male,Master's,Tier 3,2.8,3.5,78.2,78.2,59.7,58.6,4,49.9,4,137400,45.9,53.1,0
CAND_04122,31,Female,Bachelor's,Tier 2,0.8,2.1,100.0,84.9,75.9,71.7,3,43.7,5,59200,60.1,65.3,1
CAND_04123,24,Female,Master's,Tier 2,1.7,2.3,81.2,74.8,50.3,62.6,5,54.6,1,85300,42.4,38.2,0
CAND_04124,38,Female,Master's,Tier 2,7.6,1.0,82.0,72.8,72.6,61.5,7,43.2,4,124400,41.2,44.7,0
CAND_04125,30,Female,Bachelor's,Tier 3,2.9,0.0,60.4,90.0,59.1,58.1,4,30.4,0,60200,42.7,34.1,0
CAND_04126,29,Female,PhD,Tier 3,7.0,0.3,70.2,85.7,57.2,57.1,3,30.3,0,141900,41.5,44.8,0
CAND_04127,24,Female,Bachelor's,Tier 3,0.7,0.5,66.7,70.3,65.2,58.6,2,52.0,0,64300,34.1,29.1,0
CAND_04128,34,Female,Master's,Tier 1,2.3,6.8,93.0,82.9,61.1,60.4,5,70.5,2,184400,57.1,54.8,1
CAND_04129,31,Male,Master's,Tier 3,3.1,0.4,66.0,72.8,52.0,53.9,2,32.1,3,98300,32.0,39.2,0
CAND_04130,32,Male,PhD,Tier 2,5.5,3.2,89.1,75.6,74.2,70.7,5,35.0,0,149200,47.3,50.5,1
CAND_04131,26,Male,Bachelor's,Tier 1,0.6,0.5,53.7,84.6,48.0,29.1,5,81.2,2,106700,47.3,49.1,0
CAND_04132,33,Male,Master's,Tier 2,5.4,0.0,88.9,82.6,65.2,59.3,5,57.0,1,148500,50.0,52.2,1
CAND_04133,33,Female,Bachelor's,Tier 2,4.4,0.0,59.2,78.9,54.8,44.9,4,48.2,1,100800,35.5,43.3,0
CAND_04134,25,Female,Bachelor's,Tier 2,8.8,1.3,80.1,62.6,61.6,59.8,3,76.6,1,131700,45.8,48.1,1
CAND_04135,21,Female,Master's,Tier 3,4.0,0.0,55.9,84.8,54.9,43.8,2,47.6,1,93500,37.2,24.7,0
CAND_04136,31,Male,Master's,Tier 2,15.4,4.2,77.1,90.7,68.2,55.1,6,68.5,6,172800,58.9,59.9,1
CAND_04137,21,Female,Master's,Tier 2,0.0,0.0,56.8,79.0,53.9,43.6,3,51.4,0,102200,35.1,41.3,0
CAND_04138,29,Male,Bachelor's,Tier 1,8.0,4.4,87.8,74.1,65.2,61.2,5,62.5,2,188900,49.3,52.0,0
CAND_04139,26,Female,Bachelor's,Tier 3,0.0,2.7,79.8,91.0,67.1,57.6,1,33.2,2,154900,42.3,44.9,0
CAND_04140,35,Female,Master's,Tier 2,8.6,0.0,59.8,86.4,56.4,51.0,4,57.4,4,145600,48.3,49.4,0
CAND_04141,27,Male,Bachelor's,Tier 2,0.1,0.2,79.4,58.8,55.0,54.0,2,34.0,0,96900,43.6,48.9,0
CAND_04142,34,Male,Bachelor's,Tier 3,7.2,3.7,81.3,51.3,42.7,66.5,3,57.3,4,144200,41.8,34.9,0
CAND_04143,26,Male,PhD,Tier 2,3.4,0.0,57.0,88.6,67.8,45.0,7,66.0,2,85200,48.3,54.6,1
CAND_04144,33,Female,Bachelor's,Tier 2,5.8,0.0,53.2,67.2,40.2,51.7,6,47.7,4,135400,38.9,48.3,1
CAND_04145,39,Female,Master's,Tier 2,3.4,0.3,53.0,80.9,48.7,41.0,3,24.3,3,89700,35.2,31.7,0
CAND_04146,23,Female,Bachelor's,Tier 2,3.6,0.0,51.7,84.6,60.1,44.0,6,45.8,2,52800,43.4,48.6,0
CAND_04147,30,Male,Bachelor's,Tier 3,1.1,2.9,52.9,83.4,64.4,20.0,5,47.9,2,56100,32.1,40.4,0
CAND_04148,42,Male,Bachelor's,Tier 2,13.9,0.0,83.1,68.8,68.1,50.4,5,53.0,2,182900,44.1,45.6,1
CAND_04149,29,Female,Bachelor's,Tier 1,2.1,0.0,79.5,86.2,69.6,59.8,2,60.3,2,79500,43.6,54.4,0
CAND_04150,29,Female,Bachelor's,Tier 1,2.7,0.0,47.7,71.1,48.3,42.9,2,58.5,1,72400,34.5,38.3,0
CAND_04151,32,Male,Bachelor's,Tier 2,8.8,0.0,62.9,57.0,46.4,48.8,4,40.4,6,153300,40.8,44.4,1
CAND_04152,29,Male,Bachelor's,Tier 3,3.8,0.0,51.8,67.8,50.9,33.8,2,51.4,4,111000,25.5,24.9,0
CAND_04153,21,Female,Bachelor's,Tier 2,1.4,2.3,80.8,69.7,67.4,48.6,4,60.1,0,117400,37.0,34.5,0
CAND_04154,34,Male,Bachelor's,Tier 1,6.5,0.0,63.7,73.2,60.5,43.8,5,65.7,1,154800,47.6,56.7,1
CAND_04155,21,Male,Bachelor's,Tier 3,0.0,0.0,46.4,78.2,54.9,38.1,6,51.1,0,83500,26.1,20.0,0
CAND_04156,26,Male,Bachelor's,Tier 3,1.1,0.0,70.4,68.1,52.5,53.7,3,44.1,2,109700,38.8,50.4,0
CAND_04157,35,Female,PhD,Tier 3,5.7,0.7,76.5,77.9,61.9,63.0,3,45.9,0,146100,40.6,33.1,1
CAND_04158,27,Female,Master's,Tier 2,9.9,0.8,56.7,94.9,47.6,39.6,8,47.7,2,153900,47.6,54.4,0
CAND_04159,25,Non-Binary,Master's,Tier 3,4.8,10.0,64.3,74.3,62.9,47.5,3,24.9,3,165000,33.3,37.6,0
CAND_04160,33,Female,Bachelor's,Tier 1,7.5,0.0,59.0,67.4,49.7,28.7,9,69.5,2,121500,54.1,48.6,0
CAND_04161,24,Male,PhD,Tier 1,6.9,7.7,89.2,76.3,56.2,57.6,5,66.5,0,280000,53.7,60.3,1
CAND_04162,22,Male,Master's,Tier 1,4.9,2.6,67.8,74.7,58.2,60.2,4,50.3,1,116700,43.7,51.4,1
CAND_04163,30,Female,Master's,Tier 3,6.1,0.1,57.9,63.1,54.9,47.7,4,45.3,2,98600,32.0,23.9,0
CAND_04164,28,Male,Bachelor's,Tier 1,2.9,0.0,68.4,81.5,58.8,58.2,3,48.9,2,119300,50.6,63.3,0
CAND_04165,22,Female,PhD,Tier 2,0.0,1.6,65.7,53.1,51.0,43.2,3,60.3,2,82700,40.3,39.4,0
CAND_04166,32,Male,Master's,Tier 2,2.6,0.0,78.7,84.7,62.0,71.0,1,60.1,1,63800,44.8,49.9,0
CAND_04167,31,Male,Master's,Tier 2,8.1,0.0,88.0,55.2,53.4,66.3,6,83.4,1,124800,42.2,45.3,0
CAND_04168,27,Male,Bachelor's,Tier 3,4.7,0.0,85.1,77.3,68.0,55.2,5,60.9,4,105600,48.2,46.9,0
CAND_04169,27,Male,Bachelor's,Tier 1,0.0,6.3,64.9,71.1,49.1,50.5,4,55.9,4,84000,44.5,48.9,0
CAND_04170,31,Male,Bachelor's,Tier 2,4.3,0.0,75.1,97.4,68.3,61.0,1,34.5,1,71200,40.8,44.6,0
CAND_04171,34,Male,Bachelor's,Tier 3,1.9,2.0,88.8,74.6,58.7,68.9,3,57.1,3,91600,48.7,50.4,1
CAND_04172,27,Non-Binary,Master's,Tier 1,2.6,1.8,91.8,82.2,69.4,59.8,8,86.1,3,117900,69.6,73.5,1
CAND_04173,32,Male,Bachelor's,Tier 3,8.0,0.1,55.7,74.1,55.7,40.4,6,54.1,2,95100,35.3,35.0,0
CAND_04174,31,Female,Bachelor's,Tier 3,5.9,0.2,76.3,80.8,54.8,64.3,4,51.2,5,110500,39.1,39.1,0
CAND_04175,33,Female,Bachelor's,Tier 3,3.9,1.2,73.9,85.9,60.8,49.5,5,78.6,2,132500,46.9,42.0,1
CAND_04176,29,Non-Binary,Bachelor's,Tier 3,4.1,0.4,81.0,91.1,63.4,59.4,5,52.2,1,144400,49.1,45.9,0
CAND_04177,24,Female,Bachelor's,Tier 2,0.6,0.0,87.7,84.2,75.3,53.9,5,65.8,0,108600,50.5,48.7,1
CAND_04178,26,Female,Master's,Tier 2,0.2,2.3,56.2,67.7,49.0,48.8,5,58.4,0,106100,33.8,26.2,0
CAND_04179,30,Male,Master's,Tier 1,2.2,2.9,61.1,76.3,53.8,38.8,3,51.8,1,107200,31.9,42.1,0
CAND_04180,38,Male,Bachelor's,Tier 2,9.4,0.0,82.7,67.0,59.5,75.5,6,66.9,5,201500,58.8,65.0,1
CAND_04181,26,Male,Bachelor's,Tier 1,7.2,0.0,74.3,76.3,56.4,61.2,2,63.1,2,158200,40.6,55.4,1
CAND_04182,33,Female,Bachelor's,Tier 2,8.1,0.0,39.2,77.3,35.1,27.5,6,54.1,4,85100,48.1,47.8,0
CAND_04183,27,Female,Bachelor's,Tier 3,5.8,0.7,44.7,71.5,43.3,20.0,5,38.6,1,80000,33.0,23.8,0
CAND_04184,29,Male,Master's,Tier 2,1.4,0.0,79.5,77.1,68.3,56.8,4,57.2,4,120100,40.9,46.6,0
CAND_04185,36,Male,Master's,Tier 2,5.0,0.0,81.1,92.3,65.5,37.5,8,65.5,0,153100,47.1,48.7,1
CAND_04186,32,Female,Master's,Tier 2,4.1,0.6,51.0,88.2,57.2,32.3,3,53.8,1,74000,43.6,46.5,1
CAND_04187,22,Male,Master's,Tier 2,0.3,1.3,85.8,72.6,55.3,78.7,4,60.5,3,173300,42.2,40.3,1
CAND_04188,26,Female,Bachelor's,Tier 3,0.6,0.0,65.2,78.4,65.3,45.3,4,54.7,2,106700,32.3,23.4,0
CAND_04189,35,Female,PhD,Tier 2,6.1,3.1,56.0,82.5,64.0,34.8,3,55.3,0,103800,30.2,28.8,0
CAND_04190,29,Female,Master's,Tier 2,4.2,8.4,62.0,89.5,62.5,41.1,7,74.3,2,80900,53.1,46.2,1
CAND_04191,23,Female,PhD,Tier 2,1.1,0.5,53.8,79.2,52.6,42.4,3,29.8,2,60200,35.3,27.0,0
CAND_04192,24,Female,Bachelor's,Tier 1,7.9,0.0,63.0,79.8,50.9,46.3,4,41.8,1,192200,41.7,39.3,0
CAND_04193,32,Male,PhD,Tier 2,3.4,0.0,42.8,85.4,37.1,49.7,1,52.8,4,110800,32.6,36.7,0
CAND_04194,33,Female,Master's,Tier 3,4.5,0.4,67.0,89.7,64.6,52.4,2,40.4,4,111300,47.6,48.8,0
CAND_04195,29,Female,Master's,Tier 1,1.0,2.0,83.6,68.8,68.6,62.0,3,53.7,2,130200,44.7,45.3,1
CAND_04196,41,Male,Bachelor's,Tier 1,9.5,5.7,53.4,77.4,50.0,37.5,2,39.1,1,78100,37.7,40.0,0
CAND_04197,33,Male,Master's,Tier 1,9.1,2.9,71.0,63.3,55.4,50.0,6,63.4,2,90900,46.7,44.8,1
CAND_04198,27,Male,PhD,Tier 3,0.3,0.4,56.7,69.3,43.9,55.6,5,51.4,1,97600,40.0,47.8,0
CAND_04199,24,Male,Master's,Tier 3,3.5,0.0,77.4,75.4,63.6,62.1,5,70.0,1,121700,47.8,41.5,1
CAND_04200,24,Female,Master's,Tier 2,1.2,0.0,34.4,72.7,47.0,20.0,5,35.8,1,74600,31.9,37.6,0
CAND_04201,30,Female,PhD,Tier 2,6.4,0.0,76.8,70.2,62.6,62.1,5,44.5,2,202300,52.0,42.8,1
CAND_04202,26,Male,Bachelor's,Tier 3,3.5,0.0,42.6,81.7,42.6,39.7,8,63.4,2,98200,43.7,47.1,0
CAND_04203,37,Male,Master's,Tier 3,6.8,3.3,65.1,99.8,61.1,65.3,3,53.8,2,107600,39.2,35.0,1
CAND_04204,36,Non-Binary,Bachelor's,Tier 3,6.2,0.0,58.1,75.1,56.6,42.4,5,46.0,3,94000,35.7,29.9,0
CAND_04205,32,Male,PhD,Tier 3,11.8,0.0,63.0,60.5,46.0,43.1,6,44.6,6,187300,39.9,38.4,0
CAND_04206,23,Male,Bachelor's,Tier 2,0.0,1.3,45.9,78.8,59.0,43.4,1,33.8,3,81200,29.3,34.1,0
CAND_04207,25,Female,Bachelor's,Tier 2,0.0,3.5,91.9,79.2,82.9,64.7,6,63.0,2,163000,46.4,46.0,1
CAND_04208,35,Female,Master's,Tier 3,7.7,1.6,50.0,70.2,45.4,41.5,5,43.6,2,94600,34.2,30.6,0
CAND_04209,26,Male,Master's,Tier 3,0.5,0.7,51.1,60.1,60.4,55.1,3,40.5,2,62600,27.4,32.9,0
CAND_04210,34,Male,Master's,Tier 1,7.7,0.7,99.8,66.4,68.3,74.6,5,61.8,3,197400,47.5,51.9,1
CAND_04211,31,Male,PhD,Tier 1,6.3,1.3,77.0,89.7,72.8,62.0,3,65.2,1,156900,49.4,64.6,1
CAND_04212,29,Female,PhD,Tier 3,1.9,0.3,50.4,73.3,50.1,34.4,5,57.3,3,118800,40.8,41.1,0
CAND_04213,25,Female,Bachelor's,Tier 2,15.8,0.5,68.8,88.2,62.2,34.7,3,65.2,6,194300,51.9,48.7,1
CAND_04214,28,Male,Bachelor's,Tier 3,8.6,0.0,64.7,83.2,50.2,55.5,4,38.9,2,141400,48.9,51.8,0
CAND_04215,29,Female,Bachelor's,Tier 2,3.4,7.7,46.9,82.2,48.7,38.6,4,44.2,3,54800,34.3,37.9,0
CAND_04216,34,Female,Bachelor's,Tier 1,5.7,2.2,63.6,85.4,69.1,54.7,6,68.9,0,167700,38.4,38.7,0
CAND_04217,24,Male,Bachelor's,Tier 1,6.1,1.3,73.5,65.0,59.1,44.4,7,89.8,0,135000,53.8,60.8,0
CAND_04218,27,Male,PhD,Tier 1,0.6,0.7,88.1,81.9,68.6,55.8,1,45.8,1,83000,45.7,51.4,0
CAND_04219,29,Female,Master's,Tier 2,5.1,0.5,66.3,72.6,55.0,51.7,3,49.2,1,125100,40.9,36.0,0
CAND_04220,32,Male,Bachelor's,Tier 2,4.3,2.7,67.1,53.9,52.7,48.4,3,55.4,3,87000,37.7,36.5,0
CAND_04221,24,Male,Bachelor's,Tier 3,7.6,0.0,56.6,89.1,56.8,29.9,1,36.8,5,88700,44.6,41.7,0
CAND_04222,22,Female,Master's,Tier 3,0.0,0.0,83.3,79.9,68.3,50.7,3,35.0,0,108300,34.5,22.5,0
CAND_04223,32,Female,Bachelor's,Tier 2,5.3,0.0,81.6,84.6,65.6,56.5,4,54.3,1,94900,46.0,46.7,1
CAND_04224,21,Female,Bachelor's,Tier 2,0.0,0.0,79.6,79.4,62.4,52.8,3,32.3,5,106100,46.4,40.3,0
CAND_04225,35,Female,Master's,Tier 2,6.9,0.0,72.9,82.4,55.6,42.0,7,55.4,4,118500,37.5,45.0,1
CAND_04226,28,Female,PhD,Tier 2,3.5,1.1,47.6,63.8,54.5,26.7,4,57.7,2,92200,37.5,32.0,0
CAND_04227,21,Male,Bachelor's,Tier 2,1.7,3.3,84.9,68.8,56.1,60.5,3,52.7,1,116700,47.8,48.3,1
CAND_04228,26,Female,Master's,Tier 1,5.6,2.9,71.5,68.1,57.8,52.2,4,52.6,1,97500,45.9,53.8,0
CAND_04229,30,Male,Bachelor's,Tier 1,5.8,0.1,66.9,72.3,52.7,38.0,6,56.2,3,128400,51.6,62.8,1
CAND_04230,26,Male,Master's,Tier 1,1.2,0.7,78.4,71.2,57.0,63.9,5,38.3,5,165300,45.5,40.7,0
CAND_04231,29,Female,Bachelor's,Tier 1,0.5,0.0,72.9,77.2,57.3,56.8,2,51.3,5,113100,47.4,53.3,1
CAND_04232,32,Female,Bachelor's,Tier 3,1.6,0.8,53.0,78.1,47.5,39.4,8,74.4,1,95600,41.9,37.4,0
CAND_04233,27,Male,PhD,Tier 2,1.6,4.2,62.7,72.9,55.7,55.2,5,55.0,1,110100,42.6,44.1,1
CAND_04234,24,Female,Bachelor's,Tier 3,2.7,0.0,41.3,69.0,47.7,35.3,8,55.7,3,53100,33.2,35.8,0
CAND_04235,27,Male,Master's,Tier 3,2.9,0.0,69.2,67.9,59.0,34.9,6,64.2,2,114800,48.2,49.7,0
CAND_04236,36,Male,Bachelor's,Tier 3,6.4,0.0,86.6,89.6,59.5,49.2,4,77.9,0,133800,53.3,57.8,1
CAND_04237,37,Male,Bachelor's,Tier 3,10.2,6.5,42.9,85.6,55.4,38.5,8,61.9,3,101800,41.4,33.9,0
CAND_04238,21,Female,Bachelor's,Tier 2,0.0,4.0,72.2,59.4,57.4,43.0,5,42.2,3,139100,42.4,32.6,0
CAND_04239,34,Female,Bachelor's,Tier 2,7.7,5.4,78.8,73.6,57.7,61.3,3,59.7,2,68700,44.0,40.4,1
CAND_04240,30,Male,Master's,Tier 1,4.3,0.0,83.7,71.5,66.9,63.9,6,34.0,1,280000,43.6,45.1,1
CAND_04241,33,Female,Bachelor's,Tier 3,9.5,0.0,57.6,84.9,61.8,39.8,7,62.3,4,156800,40.0,33.6,0
CAND_04242,26,Male,Master's,Tier 3,3.5,0.0,52.6,89.0,53.0,27.1,3,25.0,1,116300,42.9,44.2,0
CAND_04243,21,Female,Master's,Tier 3,7.8,0.0,59.8,57.3,42.8,43.4,3,38.0,2,84700,28.6,30.9,0
CAND_04244,31,Male,Master's,Tier 2,6.4,0.0,85.3,48.4,65.0,51.2,5,75.0,2,128800,39.6,34.9,0
CAND_04245,24,Male,Bachelor's,Tier 3,5.7,0.0,44.1,83.7,60.1,38.1,5,38.4,4,53300,36.0,23.5,0
CAND_04246,22,Female,PhD,Tier 1,0.1,9.1,55.2,57.5,50.0,52.9,1,27.9,2,79600,39.3,45.4,0
CAND_04247,22,Male,Bachelor's,Tier 1,6.1,0.0,66.7,93.0,70.0,44.9,4,49.2,3,116500,46.1,52.8,1
